# prefabPath	hierarchyPath	slotIndex	originalMaterialPath
Assets/_Project/Prefabs/SCi/Platform-01.prefab	Platform-01_Collider	0	Packages/com.unity.render-pipelines.universal/Runtime/Materials/Lit.mat
Assets/_Project/Prefabs/SCi/Platform-01.prefab	Platform-01_LOD0	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_04.mat
Assets/_Project/Prefabs/SCi/Platform-01.prefab	Platform-01_LOD1	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_04.mat
Assets/_Project/Prefabs/SCi/Platform-01.prefab	Platform-01_LOD2	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_04.mat
Assets/_Project/Prefabs/SCi/Platform-02 (5).prefab	Platform_02_Collider	0	Assets/Remesh Games/Sci-Fi Environment/Meshes/Platform-02.fbx
Assets/_Project/Prefabs/SCi/Platform-02 (5).prefab	Platform_02_LOD0	0	Assets/Remesh Games/Sci-Fi Environment/Meshes/Platform-02.fbx
Assets/_Project/Prefabs/SCi/Platform-02 (5).prefab	Platform_02_LOD1	0	Assets/Remesh Games/Sci-Fi Environment/Meshes/Platform-02.fbx
Assets/_Project/Prefabs/SCi/Platform-02 (5).prefab	Platform_02_LOD2	0	Assets/Remesh Games/Sci-Fi Environment/Meshes/Platform-02.fbx
Assets/_Project/Prefabs/SCi/Platform.prefab	Platform	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_01.mat
Assets/_Project/Prefabs/SCi/SlopeSlides.prefab	SlopeSlides	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_01.mat
Assets/_Project/Prefabs/SCi/Steps.prefab	Steps_Collider	0	Assets/Remesh Games/Sci-Fi Environment/Meshes/Steps.fbx
Assets/_Project/Prefabs/SCi/Steps.prefab	Steps_LOD0	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_02.mat
Assets/_Project/Prefabs/SCi/Steps.prefab	Steps_LOD1	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_02.mat
Assets/_Project/Prefabs/SCi/Steps.prefab	Steps_LOD2	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_02.mat
Assets/_Project/Prefabs/SCi/Tank.prefab	Tank_Collider	0	Packages/com.unity.render-pipelines.universal/Runtime/Materials/Lit.mat
Assets/_Project/Prefabs/SCi/Tank.prefab	Tank_LOD0	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_02.mat
Assets/_Project/Prefabs/SCi/Tank.prefab	Tank_LOD1	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_02.mat
Assets/_Project/Prefabs/SCi/Tank.prefab	Tank_LOD2	0	Assets/Remesh Games/Sci-Fi Environment/Materials/Trim_02.mat
